"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30"
"274","Northern Ohio","NEGLEY","MAIN OFFICE","385656001","7560 COMMERCE ST","NEGLEY","OH","44441-9800","Feb-55","USPS","1/28/2012","1/27/2017","P","P","Reimbursable","","","","MAGDOVITZ AGENCY INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","988","7,000","$8,800.00 ","$8.91 ","$0.00 ","$0.00 "
"275","Northern Ohio","NEVADA","MAIN OFFICE","385677001","115 N MAIN ST","NEVADA","OH","44849-9800","Mar-55","Landlord","7/1/2014","6/30/2019","A","A","None Specified","","","","AMERICAN LEGION","POST 462","GENERAL DELIVERY","","NEVADA","OH","448499999","","1,273","1,273","$6,600.00 ","$5.18 ","$0.00 ","$0.00 "
"276","Northern Ohio","NEW ATHENS","MAIN OFFICE LAND","385705002","123 S MAIN ST","NEW ATHENS ","OH","43981-9998","","USPS","2/1/2008","1/31/2018","X","A","None Specified","","","","INTERNATIONAL REAL ESTATE INC","PO BOX 997","","","CLARKSDALE","MS","386140997","","0","13,500","$3,400.00 ","$0.25 ","$0.00 ","$0.00 "
"277","Northern Ohio","NEW BAVARIA","MAIN OFFICE","385712003","867 WALNUT ST","NEW BAVARIA","OH","43548-9998","Oct-85","USPS","2/1/2015","1/31/2020","A","A","Reimbursable","Y","","","FDI POSTAL PROPERTIES II INC","PO BOX 659","","","MOUNT AIRY","MD","217710659","","1,168","17,424","$11,977.00 ","$10.25 ","$0.00 ","$0.00 "
"278","Northern Ohio","NEW BREMEN","MAIN OFFICE","385733001","111 N MAIN ST","NEW BREMEN","OH","45869-9998","Jul-60","Landlord","7/11/2015","7/10/2020","P","P","None Specified","","1","5","CROWN CREDIT COMPANY","2 N FRANKLIN ST","","","NEW BREMEN","OH","458691313","","2,856","9,681","$14,600.00 ","$5.11 ","$16,060.00 ","$5.62 "
"279","Northern Ohio","NEW HAMPSHIRE","MAIN OFFICE","385782001","46 E MARKET ST","NEW HAMPSHIRE","OH","45870-9998","Apr-52","Landlord","9/1/2015","8/31/2020","P","P","None Specified","","1","5","GLORIA TRIPLETT","1814 KISHLER DR","","","ST MARYS","OH","458851382","","945","2,550","$5,280.00 ","$5.59 ","$5,820.00 ","$6.16 "
"280","Northern Ohio","NEW HAVEN","MAIN OFFICE","385789001","3991 CENTER ST","NEW HAVEN","OH","44850-9800","Jun-61","Landlord","9/1/2011","8/31/2016","P","P","Reimbursable","N","","","TUTTLE RENTALS LLC","DENNIE TUTTLE","1867 BOUGHTONVILLE RD","","WILLARD","OH","448909613","","792","3,832","$6,180.00 ","$7.80 ","$6,300.00 ","$7.95 "
"281","Northern Ohio","NEW KNOXVILLE","MAIN OFFICE","385803001","105 S MAIN ST","NEW KNOXVILLE","OH","45871-9998","May-51","Landlord","5/1/2012","4/30/2017","P","P","None Specified","","1","5","GARY L MCCULLOUGH","PO BOX 531","","","NEW KNOXVILLE","OH","458710531","","1,290","1,390","$5,697.00 ","$4.42 ","$6,300.00 ","$4.88 "
"282","Northern Ohio","NEW MIDDLETOWN","MAIN OFFICE","385859001","10399 MAIN ST","NEW MIDDLETOWN","OH","44442-9800","Nov-67","Landlord","5/1/2016","4/30/2021","P","P","None Specified","N","","","LOU A D'APOLITO","PAULA J D'APOLITO","5750 LOCKWOOD BLVD","","BOARDMAN","OH","445123958","","1,422","2,586","$16,596.00 ","$11.67 ","$0.00 ","$0.00 "
"283","Northern Ohio","NEW PHILADELPHIA","DETACHED PO BOX UNIT","385880001","1260 MONROE ST NW","NEW PHILADELPHIA","OH","44663-4140","Oct-83","USPS","10/1/1983","","E","E","None Specified","N","","","PUTMAN PROPERTIES INC, AGENT","BRUENING SHEPLER ASSOC INC","3978 FULTON DRIVE NW","","CANTON","OH","447183613","","180","180","$1,200.00 ","$6.67 ","$0.00 ","$0.00 "
"284","Northern Ohio","NEW RIEGEL","MAIN OFFICE","385908001","13 N PERRY ST","NEW RIEGEL","OH","44853-9800","Jul-64","Landlord","7/1/2014","6/30/2019","A","A","None Specified","","","","CURTIS B REINHART","ANNIE S REINHART","5167 S US 23","","ALVADA","OH","448029737","","972","2,782","$10,970.00 ","$11.29 ","$0.00 ","$0.00 "
"285","Northern Ohio","NEW SPRINGFIELD","MAIN OFFICE","385929001","13813 GRANT ST","NEW SPRINGFIELD","OH","44443-9800","Oct-66","USPS","10/1/2011","9/30/2016","P","P","Reimbursable","","1","5","VALLEY REALTY CO","BOX 997","","","CLARKSDALE","MS","386140997","","1,014","10,740","$8,112.00 ","$8.00 ","$8,900.00 ","$8.78 "
"286","Northern Ohio","NEW WASHINGTON","MAIN OFFICE","385971001","214 W MANSFIELD ST","NEW WASHINGTON","OH","44854-9800","Sep-59","Landlord","2/12/2015","2/11/2020","P","P","None Specified","N","1","5","MELANIE G MCDIFFITT","PO BOX 175","","","NEW WASHINGTON","OH","448540175","","1,430","2,413","$22,800.00 ","$15.94 ","$22,800.00 ","$15.94 "
"287","Northern Ohio","NEW WATERFORD","MAIN OFFICE","385978001","3818 W MAIN ST","NEW WATERFORD","OH","44445-9800","Sep-67","Landlord","9/1/2012","8/31/2017","P","P","Reimbursable","","1","5","HEMPAR ASSOCIATES LLC","ATTN SATISH N BHAYANI","PO BOX 324","","FRANKLIN","NJ","74160324","","1,230","6,252","$7,800.00 ","$6.34 ","$8,400.00 ","$6.83 "
"288","Northern Ohio","NEWBURY","MAIN OFFICE","385747002","10756 KINSMAN RD","NEWBURY","OH","44065-9800","May-77","Landlord","5/1/2012","4/30/2017","B","B","None Specified","","1","5","TEAGUE BROTHERS","SHOPPING CENTER INC","10924 KINSMAN RD","P O BOX 380","NEWBURY","OH","440659744","","2,401","16,501","$14,700.00 ","$6.12 ","$15,600.00 ","$6.50 "
"289","Northern Ohio","NEY","MAIN OFFICE","385992001","170 E MAIN ST","NEY","OH","43549-9998","Feb-55","Landlord","5/1/2014","4/30/2019","A","A","None Specified","","","","RICHARD L CROMWELL","AND JANICE CROMWELL","401 TREASURE CV","","COLDWATER","MI","490367791","","1,079","1,400","$9,240.00 ","$8.56 ","$0.00 ","$0.00 "
"290","Northern Ohio","NORTH BALTIMORE","MAIN OFFICE","386006001","115 E BROADWAY ST","NORTH BALTIMORE","OH","45872-9998","Jun-56","USPS","6/1/2015","5/31/2020","P","P","None Specified","","2","10","MICHELLE M JOHNSON","32801 N HWY 441 LOT 77","","","OKEECHOBEE","FL","349720283","","1,813","4,000","$13,996.00 ","$7.72 ","$15,356.00 ","$8.47 "
"291","Northern Ohio","NORTH BENTON","MAIN OFFICE","386020001","9131 12TH ST","NORTH BENTON","OH","44449-9800","Nov-57","USPS (Not Roof)","4/1/2015","3/31/2020","P","P","None Specified","N","","","BRUSH CREEK PARTNERS","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","930","2,000","$7,800.00 ","$8.39 ","$0.00 ","$0.00 "
"292","Northern Ohio","NORTH BLOOMFIELD","MAIN OFFICE","386027001","8829 STATE ROUTE 45","NORTH BLOOMFIELD","OH","44450-9777","Feb-55","Landlord","10/1/2014","9/30/2019","P","P","None Specified","","","","JAMES L BONTRAGER","15500 GEORGIA RD","","","MIDDLEFIELD","OH","440628233","","528","2,000","$6,780.00 ","$12.84 ","$0.00 ","$0.00 "
"293","Northern Ohio","NORTH FAIRFIELD","MAIN OFFICE","386041002","1 NORTH MAIN STREET NORTH FAIRFIELD OH 44855","NORTH FAIRFIELD","OH","44855-9998","Jul-05","Landlord","2/1/2014","1/31/2019","P","P","None Specified","","","","FAIRFIELD TOWNSHIP","PO BOX 118","","","FAIRFIELD","OH","448559657","","700","0","$10,000.00 ","$14.29 ","$0.00 ","$0.00 "
"294","Northern Ohio","NORTH GEORGETOWN","MAIN OFFICE","386055001","27416 MAIN ST","NORTH GEORGETOWN","OH","44665-9800","Jan-65","USPS","1/14/2014","1/13/2019","P","P","None Specified","","","","JOHN E BARNHART","PO BOX 72","","","NORTH GEORGETOWN","OH","446650072","","846","2,470","$5,040.00 ","$5.96 ","$0.00 ","$0.00 "
"295","Northern Ohio","NORTH JACKSON","MAIN OFFICE","386076003","263 S SALEM WARREN RD","NORTH JACKSON","OH","44451-9800","Dec-92","USPS","12/18/2012","12/17/2017","A","A","Percentage","","1","5","DONALD R. BOOTH","TRUSTEE DONALD R BOOTH LIVING TRUST","AND MARIAN J BOOTH LIVING TRUST","385 FOREST AVE","LAKE MILTON","OH","444299566","","3,021","27,395","$15,000.00 ","$4.97 ","$16,500.00 ","$5.46 "
"296","Northern Ohio","NORTH KINGSVILLE","MAIN OFFICE","386090001","2716 E CENTER","NORTH KINGSVILLE","OH","44068-9800","Dec-60","Landlord","6/1/2014","5/31/2019","P","P","None Specified","N","","","BROTHERS PROPERTIES","PO BOX 33","","","NORTH KINGSVILLE","OH","440680033","","1,189","7,000","$7,320.00 ","$6.16 ","$0.00 ","$0.00 "
"297","Northern Ohio","NORTH LAWRENCE","MAIN OFFICE","386097001","3930 ALABAMA AVE NW","NORTH LAWRENCE","OH","44666-9801","Jul-68","Landlord","8/1/2011","7/31/2016","P","P","None Specified","","1","5","NORTH LAWRENCE VOLUNTE-","ER FIRE DEPARTMENT INC","PO BOX 230","","NORTH LAWRENCE OH","OH","446660230","","960","5,867","$6,050.00 ","$6.30 ","$6,660.00 ","$6.94 "
"298","Northern Ohio","NORTH LIMA","MAIN OFFICE","386111001","11675 SOUTH AVE","NORTH LIMA","OH","44452-9800","May-56","USPS","9/1/2011","8/31/2016","P","P","None Specified","","1","5","CHRISTOPHER ENGARTNER","3665 LEFFINGWELL RD","","","CANFIELD","OH","444069109","","2,050","22,982","$14,850.00 ","$7.24 ","$16,335.00 ","$7.97 "
"299","Northern Ohio","NORTH OLMSTED","MAIN OFFICE","386125001","28475 LORAIN RD","NORTH OLMSTED","OH","44070-4056","Nov-68","Landlord","11/1/2013","10/31/2018","B","B","None Specified","N","","","L K BUILDING CO","AND A SIEGLER AND SONS","C O GERALD F BROSKI ATTNY AT LAW","7080 ASHLAWN DR","BRECKSVILLE","OH","441411067","","11,444","81,022","$24,900.00 ","$2.18 ","$0.00 ","$0.00 "
"300","Northern Ohio","NORTON","NORTON BRANCH","380448001","3200 GREENWICH RD RM 75","NORTON","OH","44203-9903","May-68","Landlord","5/1/2015","4/30/2020","B","B","Percentage","","2","10","ALBRECHT INCORPORATED","ATTN REAL ESTATE DEPT","PO BOX 1714","","AKRON","OH","443091714","","4,736","14,576","$44,286.00 ","$9.35 ","$48,715.00 ","$10.29 "
"301","Northern Ohio","NOVA","MAIN OFFICE","386181001","246 STATE ROUTE 511","NOVA","OH","44859-9800","Feb-55","Landlord","2/1/2015","1/31/2020","P","P","None Specified","","1","5","SHERYL A PUDER","PO BOX 62","","","NOVA","OH","448590062","","483","483","$4,392.30 ","$9.09 ","$4,831.53 ","$10.00 "
"302","Northern Ohio","NOVELTY","MAIN OFFICE","386188003","14837 CHILLICOTHE RD","NOVELTY","OH","44072-9998","Nov-85","USPS","4/1/2016","3/31/2021","P","P","Reimbursable","","","","FADCO ENTERPRISES","P O BOX 2742","","","NEWPORT BEACH","CA","926590160","","2,560","62,159","$46,000.00 ","$17.97 ","$0.00 ","$0.00 "
"303","Northern Ohio","OAKWOOD","MAIN OFFICE","386223001","223 N 1ST ST","OAKWOOD","OH","45873-9998","Apr-61","USPS","4/1/2016","3/31/2021","P","P","Reimbursable","","","","PERRY DAUB","301 WILLOW BEND DR","","","COLUMBUS GROVE","OH","458301053","","2,418","15,473","$15,792.00 ","$6.53 ","$0.00 ","$0.00 "
"304","Northern Ohio","OCEOLA","MAIN OFFICE","386237001","3910 MARION MELMORE RD","OCEOLA","OH","44860-9800","Jan-75","Landlord","1/4/2012","1/3/2017","P","P","None Specified","","","","BRIAN K ASH","PO BOX 512","","","OCEOLA","OH","448600512","","636","1,180","$4,440.00 ","$6.98 ","$4,800.00 ","$7.55 "
"305","Northern Ohio","OHIO CITY","MAIN OFFICE","386244001","118 S MAIN ST","OHIO CITY","OH","45874-9998","Jan-55","Landlord","8/1/2014","7/31/2019","P","P","None Specified","","1","5","HARVEY LEWIS POST NO 346","PO BOX 244","","","OHIO CITY","OH","458740244","","1,800","5,000","$11,700.00 ","$6.50 ","$12,285.00 ","$6.83 "
"306","Northern Ohio","OLD FORT","MAIN OFFICE","386265001","8064 MAIN ST","OLD FORT","OH","44861-9800","Jul-54","Landlord","2/1/2012","1/31/2017","P","P","None Specified","N","","","PETER HEILMAN","4657 WTR 156","","","KANSAS","OH","448419733","","624","813","$3,636.00 ","$5.83 ","$0.00 ","$0.00 "
"307","Northern Ohio","ONTARIO","MAIN OFFICE","386286002","3656 PARK AVE W","ONTARIO","OH","44862-9800","Sep-75","Landlord","9/1/2015","8/31/2020","B","B","None Specified","","1","5","STEVEN M RUPE","AND OR ALICIA A RUPE","PO BOX 63","","ONTARIO","OH","448620063","","800","4,880","$9,996.00 ","$12.50 ","$10,500.00 ","$13.13 "
"308","Northern Ohio","ORANGEVILLE","MAIN OFFICE","386293002","7401 STATELINE RD","ORANGEVILLE","OH","44453-9800","Sep-83","Landlord","9/1/2013","8/31/2018","P","P","None Specified","","","","DIFFORD REAL ESTATE LLC","P O BOX 112","","","ORANGEVILLE","OH","444530112","","624","2,048","$5,220.00 ","$8.37 ","$0.00 ","$0.00 "
"309","Northern Ohio","ORWELL","MAIN OFFICE","386321001","47 S MAPLE ST","ORWELL","OH","44076-9998","Jul-61","USPS","4/1/2012","3/31/2017","P","P","Reimbursable","","1","5","COUNTRY NEIGHBOR PROGRAM INC","PO BOX 212","","","ORWELL","OH","440760212","","1,974","14,810","$11,880.00 ","$6.02 ","$13,200.00 ","$6.69 "
"310","Northern Ohio","OTTOVILLE","MAIN OFFICE","386356001","103 E 3RD ST","OTTOVILLE","OH","45876-9998","Mar-54","Landlord","9/1/2012","8/31/2017","P","P","None Specified","","","","JACOB P SMITH POST #3740 VFW","PO BOX 33","","","OTTOVILLE","OH","458760033","","723","1,006","$5,400.00 ","$7.47 ","$0.00 ","$0.00 "
"311","Northern Ohio","PAINESVILLE","FAIRPORT HARBOR BR","386398002","705 HIGH ST","FAIRPORT HARBOR","OH","44077-5514","Dec-87","Landlord","12/15/2012","12/14/2017","P","P","None Specified","","","","NUCCIARONE MANAGEMENT LLC","35 BELLAIR DR","","","PAINESVILLE","OH","440775301","","1,248","3,048","$9,984.00 ","$8.00 ","$0.00 ","$0.00 "
"312","Northern Ohio","PANDORA","MAIN OFFICE","386412001","120 E MAIN ST","PANDORA","OH","45877-9998","Feb-55","USPS","7/1/2015","6/30/2020","P","P","None Specified","","","","STEPHANIE M RADER","DANIEL E RADER","4181 COUNTRY ROAD 139","","MC COMB","OH","458589478","","1,786","2,346","$13,092.00 ","$7.33 ","$0.00 ","$0.00 "
"313","Northern Ohio","PARIS","MAIN OFFICE","386419001","12550 LISBON ST SE","PARIS","OH","44669-9998","Feb-55","Landlord","10/1/2011","9/30/2016","P","P","None Specified","","1","5","A LYNN EDWARDS","SHARLEE J EDWARDS","15469 FREED ST SE","","MINERVA","OH","446579156","","620","1,612","$4,400.00 ","$7.10 ","$4,860.00 ","$7.84 "
"314","Northern Ohio","PARKMAN","MAIN OFFICE","386426001","16200 MCCALL RD","PARKMAN","OH","44080-9800","Mar-55","USPS","3/1/2000","","D","D","None Specified","N","","","DOROTHY C KEOUGH","PO BOX 598","","","PARKMAN","OH","440800598","","372","1,000","$3,720.00 ","$10.00 ","$0.00 ","$0.00 "
"315","Northern Ohio","PAYNE","MAIN OFFICE","386475001","101 S LAURA ST","PAYNE","OH","45880-9998","Jan-59","USPS","1/1/2016","12/31/2020","P","P","None Specified","","1","5","R & K BRADY CORP","PO BOX 75","","","PAYNE","OH","458800075","","1,536","6,446","$8,910.00 ","$5.80 ","$9,356.00 ","$6.09 "
"316","Northern Ohio","PEMBERVILLE","MAIN OFFICE","386510001","130 CHERRY ST","PEMBERVILLE","OH","43450-9998","Feb-67","Landlord","2/1/2015","1/31/2020","A","A","None Specified","","","","NATIONWIDE POSTAL MANAGEMENT","J LEONARD SPODEK","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","2,224","11,872","$22,240.00 ","$10.00 ","$0.00 ","$0.00 "
"317","Northern Ohio","PERRY","MAIN OFFICE","386552002","3754 CENTER RD","PERRY","OH","44081-9800","Sep-78","Landlord","10/1/2013","9/30/2018","A","A","None Specified","N","","","RICHARD W DAME","3096 N RIDGE RD","","","PERRY","OH","440819571","","2,304","39,000","$24,300.00 ","$10.55 ","$0.00 ","$0.00 "
"318","Northern Ohio","PERRYSVILLE","MAIN OFFICE","386566001","112 W 1ST ST","PERRYSVILLE","OH","44864-9801","May-69","USPS","5/1/2014","4/30/2019","A","A","Reimbursable","","","","POSTAL BUILDING & LEASING CO","720 OLIVE ST STE 1630","","","SAINT LOUIS","MO","631012321","","2,734","15,900","$33,250.00 ","$12.16 ","$0.00 ","$0.00 "
"319","Northern Ohio","PETERSBURG","MAIN OFFICE","386573001","6363 E GARFIELD RD","PETERSBURG","OH","44454-9800","Mar-61","USPS (Not Roof)","6/1/2011","5/31/2016","P","P","Reimbursable","N","1","5","BRUSH CREEK PARTNERS","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","","1,053","5,146","$8,316.00 ","$7.90 ","$8,748.00 ","$8.31 "
"320","Northern Ohio","PETTISVILLE","MAIN OFFICE LAND","386580002","243 MAIN ST","PETTISVILLE","OH","43553-9998","","Landlord","8/1/2015","7/31/2020","X","Z","Reimbursable","","","","SHIRLEY WYSE","AND MARVIN S WYSE RVOC TRUST","PO BOX 6","","PETTISVILLE","OH","435530006","","0","6,752","$3,600.00 ","$0.53 ","$0.00 ","$0.00 "
"321","Northern Ohio","PIEDMONT","MAIN OFFICE","386622001","33031 W MAIN ST","PIEDMONT","OH","43983-9800","Feb-55","USPS","8/1/2015","7/31/2020","P","P","Reimbursable","","2","10","LORI RODMAN","DBA LETTER RIP LLC","1191 RIVER RD","","OSTRANDER","OH","430619720","","805","1,200","$7,245.00 ","$9.00 ","$8,635.00 ","$10.73 "
"322","Northern Ohio","PIERPONT","MAIN OFFICE","386629001","62 STATE ROUTE 7 S","PIERPONT","OH","44082-9800","Mar-55","Landlord","12/1/2012","11/30/2017","P","P","None Specified","","","","TWILIGHT INVESTMENTS LLC","4877 ST RT 167","","","PIERPONT","OH","440829709","","1,145","2,783","$6,060.00 ","$5.29 ","$0.00 ","$0.00 "
"323","Northern Ohio","PIONEER","MAIN OFFICE","386650001","105 W 1ST ST","PIONEER","OH","43554-9998","Sep-57","USPS","9/1/2015","8/31/2020","P","P","Reimbursable","","","","DEERFIELD R/E INVESTMENTS LLC","PO BOX 710","","","SOMERSET","OH","437830710","","1,512","2,434","$15,300.00 ","$10.12 ","$0.00 ","$0.00 "
"324","Northern Ohio","PLYMOUTH","MAIN OFFICE","386734001","27 PLYMOUTH ST","PLYMOUTH","OH","44865-9998","Dec-59","USPS","5/1/2015","4/30/2020","P","P","None Specified","","2","10","SHERITT LLC","NED HEYDINGER","DEBRA HEYDINGER","6260 WAYNESBURG TIRO RD","TIRO","OH","448879722","","2,880","7,388","$17,800.00 ","$6.18 ","$19,238.00 ","$6.68 "
"325","Northern Ohio","POLK","MAIN OFFICE","386755001","103 W CONGRESS ST","POLK","OH","44866-9800","Feb-55","USPS","5/1/2012","4/30/2017","P","P","None Specified","","1","5","CHERYLL R WELCH","DONALD S WELCH","2367 WOODVIEW CT.","","ASHLAND","OH","448058504","","760","760","$5,520.00 ","$7.26 ","$5,880.00 ","$7.74 "
"326","Northern Ohio","PORTAGE","MAIN OFFICE","386769001","101 S FINDLAY PIKE","PORTAGE","OH","43451-9998","Jan-55","USPS (Not Roof)","4/1/2012","3/31/2017","P","P","Reimbursable","","","","ROSALIND T SPODEK","C/O NATIONWIDE POSTAL MGT","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","1,014","3,162","$8,619.00 ","$8.50 ","$0.00 ","$0.00 "
"327","Northern Ohio","PUT IN BAY","MAIN OFFICE","386867002","425 LANGRAM RD","PUT IN BAY","OH","43456-9998","","Landlord","11/17/2011","11/16/2016","A","A","None Specified","","","","BERNARD MCCANN","MARY ANN MCCANN","PO BOX 60","","PUT IN BAY","OH","434560060","","2,000","22,500","$30,000.00 ","$15.00 ","$32,960.00 ","$16.48 "
"328","Northern Ohio","RANDOLPH","MAIN OFFICE","386923002","3984 WATERLOO RD","RANDOLPH","OH","44265-9800","May-97","Landlord","5/1/2012","4/30/2017","P","P","None Specified","N","","","PAULA HYDE","3611 RANDOLPH RD","","","MORADORE","OH","442609454","","767","2,307","$7,600.00 ","$9.91 ","$0.00 ","$0.00 "
"329","Northern Ohio","RAWSON","MAIN OFFICE","386951002","101 S MAIN ST","RAWSON","OH","45881-9998","Feb-76","Landlord","2/1/2012","1/31/2017","P","P","","","","","COREY D MIRACLE","HEATHER L MIRACLE","114 NORTH MAIN ST","PO BOX 11","RAWSON","OH","458810011","","897","1,397","$6,300.00 ","$7.02 ","$0.00 ","$0.00 "
"330","Northern Ohio","RAYLAND","MAIN OFFICE","386965001","140 MAIN ST","RAYLAND","OH","43943-9800","Oct-66","USPS","11/15/2014","11/14/2019","P","P","None Specified","","1","5","BELLMAN PROPERTIES LLC","833 N AGNER ST","PO BOX 225","","OTTAWA","OH","458750225","","1,590","7,200","$16,377.00 ","$10.30 ","$17,490.00 ","$11.00 "
"331","Northern Ohio","REPUBLIC","MAIN OFFICE","387021003","300 MADISON ST","REPUBLIC","OH","44867-9801","Oct-75","Landlord","10/1/2015","9/30/2020","B","B","Reimbursable","N","","","ROBERT W LARKINS","REVOCABLE TRUST","CINDY DONE, TRUSTEE","1830 W ARLINGTON ST","LINCOLN","NE","685221545","","1,728","5,816","$12,000.00 ","$6.94 ","$0.00 ","$0.00 "
"332","Northern Ohio","RICHFIELD","MAIN OFFICE","387031001","3900 BROADVIEW RD","RICHFIELD","OH","44286-9998","Dec-62","Landlord","12/1/2012","11/30/2017","P","P","Reimbursable","","","","DR KARL BOESTER AND","DR CHARLES BOESTER INC","4691 W STREETSBORO RD","","RICHFIELD","OH","442869531","","3,028","19,795","$27,000.00 ","$8.92 ","$0.00 ","$0.00 "
"333","Northern Ohio","RICHMOND","MAIN OFFICE","387035001","36 E MAIN ST","RICHMOND","OH","43944-9800","Oct-64","USPS","10/1/2014","9/30/2019","P","P","Reimbursable","","","","KERIN MOTORS INC","PO BOX 627","","","CLARKSDALE","MS","386140627","","1,689","9,435","$14,000.00 ","$8.29 ","$0.00 ","$0.00 "
"334","Northern Ohio","RIDGEVILLE CORNERS","MAIN OFFICE","387056001","20348 COUNTY ROAD X","RIDGEVILLE CORNERS","OH","43555-9998","Jul-58","Landlord","5/1/2013","4/30/2018","D","D","None Specified","","1","5","MARY JO MILLER","AND/OR PHILLIP E MILLER","PO BOX 249","","RIDGEVILLE CORNERS","OH","435550249","","675","702","$6,000.00 ","$8.89 ","$6,600.00 ","$9.78 "
"335","Northern Ohio","RISING SUN","MAIN OFFICE","387091002","356 MAIN ST","RISINGSUN","OH","43457-9998","Jun-75","Landlord","6/1/2011","5/31/2016","B","B","Reimbursable","","1","5","RONALD J HOVIS","MARIANN HOVIS","7925 STATE ROUTE 23","","RISING SUN","OH","434579743","","864","4,944","$5,400.00 ","$6.25 ","$6,000.00 ","$6.94 "
"336","Northern Ohio","RITTMAN","MAIN OFFICE","387098001","100 N MAIN ST","RITTMAN","OH","44270-9998","Dec-66","Landlord","12/1/2011","11/30/2016","P","P","None Specified","N","","","OHIO POSTAL HOLDINGS LLC","C O NATIONWIDE POSTAL HOLDINGS","123 GROVE AVE STE 222","","CEDARHURST","NY","115162302","","4,293","24,600","$23,160.00 ","$5.39 ","$0.00 ","$0.00 "
